,,Deaths,Deaths,Deaths,Deaths,Population,Population,Population,Population
Race,,American Indian or Alaska Native,Asian or Pacific Islander,Black or African American,White,American Indian or Alaska Native,Asian or Pacific Islander,Black or African American,White
State,Year,,,,,,,,
Nevada,1999.0,145.0,338.0,904.0,13695.0,30786.0,102327.0,143853.0,1657752.0
Nevada,2000.0,124.0,330.0,888.0,13919.0,31808.0,111507.0,149647.0,1705295.0
Nevada,2001.0,148.0,385.0,1059.0,14693.0,33816.0,125577.0,161746.0,1777260.0
Nevada,2002.0,157.0,464.0,1112.0,15194.0,35364.0,138099.0,171629.0,1828699.0
Nevada,2003.0,176.0,482.0,1146.0,16054.0,37093.0,150442.0,181213.0,1880102.0
Nevada,2004.0,168.0,516.0,1195.0,16050.0,39104.0,165090.0,194114.0,1947914.0
Nevada,2005.0,163.0,624.0,1336.0,16906.0,41108.0,180907.0,207275.0,2002853.0
Nevada,2006.0,182.0,625.0,1345.0,16720.0,43382.0,197762.0,221504.0,2060010.0
Nevada,2007.0,164.0,649.0,1355.0,16519.0,45795.0,213624.0,233966.0,2107687.0
Nevada,2008.0,188.0,707.0,1413.0,17027.0,47597.0,226589.0,244200.0,2135244.0
Nevada,2009.0,162.0,687.0,1399.0,16976.0,48907.0,235624.0,251426.0,2148708.0
Nevada,2010.0,151.0,789.0,1413.0,17270.0,49762.0,242385.0,255727.0,2152677.0
Nevada,2011.0,184.0,832.0,1543.0,17784.0,51091.0,248431.0,259830.0,2163970.0
Nevada,2012.0,187.0,909.0,1644.0,18045.0,51679.0,258291.0,271301.0,2177660.0
Nevada,2013.0,198.0,979.0,1661.0,18630.0,52623.0,268157.0,278299.0,2191057.0
Nevada,2014.0,205.0,1037.0,1732.0,18819.0,54073.0,280325.0,287687.0,2217014.0
Nevada,2015.0,211.0,1186.0,1939.0,19543.0,55401.0,292939.0,298727.0,2243778.0
Nevada,2016.0,250.0,1319.0,2066.0,20267.0,56355.0,302266.0,313615.0,2267822.0
Nevada,2017.0,233.0,1464.0,2286.0,20674.0,58081.0,314262.0,328672.0,2297024.0
Nevada,2018.0,259.0,1524.0,2309.0,20623.0,59479.0,315944.0,341394.0,2317575.0
New Hampshire,1999.0,10.0,29.0,25.0,9473.0,3324.0,16125.0,10565.0,1192000.0
New Hampshire,2000.0,10.0,32.0,46.0,9609.0,3767.0,17636.0,11521.0,1202862.0
New Hampshire,2001.0,13.0,36.0,41.0,9725.0,3845.0,20061.0,12863.0,1218748.0
New Hampshire,2002.0,13.0,25.0,30.0,9785.0,3957.0,21871.0,13776.0,1229485.0
New Hampshire,2003.0,11.0,36.0,43.0,9618.0,4065.0,23430.0,14715.0,1237630.0
New Hampshire,2004.0,,25.0,39.0,10043.0,,24834.0,15590.0,1245528.0
New Hampshire,2005.0,,39.0,35.0,10116.0,,26441.0,16470.0,1251338.0
New Hampshire,2006.0,,39.0,46.0,9972.0,,27629.0,17556.0,1258795.0
New Hampshire,2007.0,,35.0,34.0,10229.0,,28806.0,18115.0,1261147.0
New Hampshire,2008.0,,32.0,42.0,10191.0,,29992.0,18948.0,1262351.0
New Hampshire,2009.0,,48.0,36.0,10011.0,,30988.0,19530.0,1260984.0
New Hampshire,2010.0,,31.0,63.0,10101.0,,31372.0,19902.0,1260654.0
New Hampshire,2011.0,,43.0,49.0,10726.0,,32369.0,21080.0,1260043.0
New Hampshire,2012.0,,43.0,48.0,10632.0,,33783.0,22230.0,1260026.0
New Hampshire,2013.0,,56.0,49.0,10784.0,,34788.0,23374.0,1260482.0
New Hampshire,2014.0,,55.0,58.0,11395.0,,36584.0,23904.0,1261412.0
New Hampshire,2015.0,,54.0,59.0,11866.0,,37785.0,24188.0,1263680.0
New Hampshire,2016.0,11.0,77.0,75.0,12040.0,5044.0,38803.0,24781.0,1266167.0
New Hampshire,2017.0,,79.0,78.0,12343.0,,40267.0,25935.0,1271499.0
New Hampshire,2018.0,,56.0,77.0,12633.0,,43637.0,28212.0,1279355.0
New Jersey,1999.0,48.0,830.0,9396.0,63707.0,26900.0,492259.0,1231242.0,6609191.0
New Jersey,2000.0,41.0,878.0,9642.0,64239.0,28778.0,514273.0,1241469.0,6629830.0
New Jersey,2001.0,47.0,1043.0,9806.0,63814.0,31715.0,551565.0,1257274.0,6652117.0
New Jersey,2002.0,59.0,1055.0,9508.0,63387.0,34443.0,582299.0,1268823.0,6667078.0
New Jersey,2003.0,54.0,1114.0,9711.0,62810.0,37037.0,610067.0,1279601.0,6674697.0
New Jersey,2004.0,73.0,1179.0,9230.0,60889.0,39765.0,635855.0,1288238.0,6670703.0
New Jersey,2005.0,105.0,1312.0,9441.0,61105.0,42506.0,661776.0,1293607.0,6654085.0
New Jersey,2006.0,66.0,1264.0,9170.0,59856.0,45163.0,684887.0,1298653.0,6632976.0
New Jersey,2007.0,57.0,1315.0,8919.0,59371.0,48188.0,710111.0,1304334.0,6615252.0
New Jersey,2008.0,55.0,1428.0,8988.0,59555.0,51263.0,736423.0,1311696.0,6611708.0
New Jersey,2009.0,52.0,1484.0,8621.0,58120.0,55197.0,760885.0,1323532.0,6615988.0
New Jersey,2010.0,47.0,1548.0,8957.0,58943.0,58329.0,778053.0,1333527.0,6621985.0
New Jersey,2011.0,58.0,1583.0,9078.0,59839.0,59635.0,799630.0,1343487.0,6618403.0
New Jersey,2012.0,57.0,1698.0,8932.0,59847.0,61051.0,829106.0,1354962.0,6619471.0
New Jersey,2013.0,57.0,1828.0,9111.0,60407.0,62097.0,852323.0,1366160.0,6618759.0
New Jersey,2014.0,58.0,1882.0,9247.0,60129.0,62521.0,880934.0,1381439.0,6613281.0
New Jersey,2015.0,48.0,1997.0,9706.0,60520.0,63250.0,906393.0,1392086.0,6596284.0
New Jersey,2016.0,60.0,2183.0,9889.0,61023.0,63459.0,915125.0,1401290.0,6564595.0
New Jersey,2017.0,52.0,2365.0,10153.0,62276.0,64395.0,945732.0,1412387.0,6583130.0
New Jersey,2018.0,57.0,2486.0,10482.0,62740.0,64300.0,929088.0,1404125.0,6511007.0
New Mexico,1999.0,923.0,63.0,249.0,12441.0,178885.0,23685.0,42091.0,1563421.0
New Mexico,2000.0,904.0,75.0,214.0,12232.0,185372.0,25149.0,42745.0,1565780.0
New Mexico,2001.0,987.0,73.0,257.0,12812.0,189218.0,25959.0,44060.0,1572453.0
New Mexico,2002.0,974.0,50.0,241.0,13079.0,192786.0,27374.0,45707.0,1589442.0
New Mexico,2003.0,1032.0,52.0,242.0,13479.0,196291.0,28726.0,46932.0,1605625.0
New Mexico,2004.0,1029.0,47.0,247.0,12975.0,199634.0,30084.0,48580.0,1625510.0
New Mexico,2005.0,1077.0,60.0,250.0,13596.0,202659.0,31443.0,50040.0,1648132.0
New Mexico,2006.0,1008.0,72.0,257.0,13959.0,205369.0,32980.0,51749.0,1672039.0
New Mexico,2007.0,1126.0,89.0,251.0,14016.0,209060.0,34178.0,53356.0,1693476.0
New Mexico,2008.0,1201.0,77.0,283.0,14444.0,213396.0,35468.0,54341.0,1707457.0
New Mexico,2009.0,1165.0,73.0,268.0,14137.0,217796.0,36931.0,56276.0,1725799.0
New Mexico,2010.0,1172.0,108.0,302.0,14349.0,220615.0,38057.0,57717.0,1742790.0
New Mexico,2011.0,1228.0,96.0,276.0,14852.0,222486.0,39624.0,61456.0,1758658.0
New Mexico,2012.0,1280.0,101.0,293.0,15036.0,225079.0,40974.0,60900.0,1758585.0
New Mexico,2013.0,1270.0,101.0,310.0,15124.0,228157.0,41643.0,62008.0,1753479.0
New Mexico,2014.0,1458.0,112.0,314.0,15695.0,229626.0,42578.0,63023.0,1750345.0
New Mexico,2015.0,1497.0,127.0,330.0,15731.0,231645.0,43814.0,64016.0,1745634.0
New Mexico,2016.0,1610.0,147.0,324.0,16284.0,232324.0,42978.0,62757.0,1742956.0
New Mexico,2017.0,1626.0,138.0,366.0,16543.0,239695.0,44133.0,63539.0,1740703.0
New Mexico,2018.0,1680.0,148.0,394.0,16785.0,241055.0,45322.0,64722.0,1744329.0
New York,1999.0,193.0,2665.0,22259.0,134810.0,113722.0,1122472.0,3410768.0,14235763.0
New York,2000.0,191.0,2761.0,22205.0,133046.0,120355.0,1157977.0,3434584.0,14263541.0
New York,2001.0,188.0,2933.0,22415.0,133704.0,130396.0,1213384.0,3457658.0,14281400.0
New York,2002.0,197.0,2942.0,22129.0,132850.0,139242.0,1255048.0,3467250.0,14276260.0
New York,2003.0,263.0,3230.0,21908.0,130476.0,147941.0,1293519.0,3471007.0,14263472.0
New York,2004.0,242.0,3229.0,21988.0,127222.0,156677.0,1327853.0,3464246.0,14222791.0
New York,2005.0,204.0,3443.0,21808.0,126972.0,165480.0,1362726.0,3457681.0,14146723.0
New York,2006.0,244.0,3381.0,20969.0,124212.0,174575.0,1398778.0,3453892.0,14077386.0
New York,2007.0,244.0,3551.0,21215.0,122670.0,184130.0,1439779.0,3456802.0,14051624.0
New York,2008.0,240.0,3717.0,20877.0,123864.0,195000.0,1485783.0,3473867.0,14057786.0
New York,2009.0,206.0,3788.0,20620.0,121861.0,206557.0,1529520.0,3498751.0,14072238.0
New York,2010.0,264.0,3932.0,20668.0,121568.0,214629.0,1561960.0,3523196.0,14078317.0
New York,2011.0,236.0,4180.0,21002.0,123756.0,216771.0,1599823.0,3556174.0,14092429.0
New York,2012.0,232.0,4406.0,21179.0,123174.0,218646.0,1650175.0,3583475.0,14117965.0
New York,2013.0,262.0,4760.0,21426.0,124471.0,220582.0,1697670.0,3606924.0,14125951.0
New York,2014.0,257.0,5001.0,22166.0,122520.0,223126.0,1767565.0,3648167.0,14107369.0
New York,2015.0,278.0,5367.0,21796.0,126187.0,224341.0,1826093.0,3665284.0,14080073.0
New York,2016.0,288.0,5498.0,22452.0,126120.0,225659.0,1844346.0,3667316.0,14007968.0
New York,2017.0,302.0,5921.0,22485.0,126650.0,227929.0,1902407.0,3695842.0,14023221.0
New York,2018.0,268.0,6101.0,23714.0,127100.0,224542.0,1846015.0,3634305.0,13837347.0
North Carolina,1999.0,610.0,168.0,15396.0,53426.0,101801.0,118068.0,1758625.0,5970867.0
North Carolina,2000.0,602.0,185.0,15751.0,55397.0,106635.0,129535.0,1775634.0,6037509.0
North Carolina,2001.0,634.0,237.0,15564.0,54499.0,111924.0,141623.0,1814985.0,6141590.0
North Carolina,2002.0,629.0,230.0,15271.0,55897.0,116503.0,150636.0,1844291.0,6214771.0
North Carolina,2003.0,639.0,231.0,15426.0,57163.0,121091.0,160226.0,1869334.0,6271850.0
North Carolina,2004.0,649.0,261.0,15502.0,55972.0,125786.0,170117.0,1901343.0,6355906.0
North Carolina,2005.0,722.0,317.0,15786.0,57813.0,130692.0,181273.0,1936792.0,6456650.0
North Carolina,2006.0,696.0,310.0,15912.0,57798.0,136103.0,194233.0,1986797.0,6600137.0
North Carolina,2007.0,712.0,334.0,16052.0,58948.0,141646.0,207602.0,2035660.0,6733129.0
North Carolina,2008.0,705.0,352.0,15844.0,60382.0,147170.0,221145.0,2084901.0,6856233.0
North Carolina,2009.0,682.0,352.0,15757.0,60326.0,152931.0,232059.0,2125058.0,6939518.0
North Carolina,2010.0,737.0,369.0,15862.0,61805.0,157331.0,240816.0,2151978.0,6985358.0
North Carolina,2011.0,784.0,393.0,16044.0,62661.0,159075.0,251639.0,2188334.0,7057353.0
North Carolina,2012.0,803.0,432.0,16474.0,64216.0,160771.0,265858.0,2217811.0,7107633.0
North Carolina,2013.0,841.0,497.0,16843.0,65148.0,163239.0,279871.0,2244173.0,7160777.0
North Carolina,2014.0,870.0,558.0,17474.0,66465.0,164993.0,296909.0,2272052.0,7210010.0
North Carolina,2015.0,896.0,643.0,18139.0,69455.0,166648.0,314937.0,2301313.0,7259904.0
North Carolina,2016.0,937.0,691.0,18689.0,70148.0,169303.0,328335.0,2333929.0,7315221.0
North Carolina,2017.0,983.0,711.0,19164.0,72299.0,172072.0,346695.0,2364451.0,7390201.0
North Carolina,2018.0,1058.0,759.0,19318.0,72750.0,174373.0,363120.0,2394548.0,7451579.0
North Dakota,1999.0,206.0,,,5889.0,31503.0,,,604999.0
North Dakota,2000.0,181.0,,12.0,5656.0,32765.0,,4936.0,600226.0
North Dakota,2001.0,211.0,10.0,,5820.0,33149.0,4728.0,,595709.0
North Dakota,2002.0,230.0,,12.0,5646.0,33695.0,,5936.0,593517.0
North Dakota,2003.0,230.0,,12.0,5841.0,34227.0,,6389.0,592924.0
North Dakota,2004.0,223.0,,,5362.0,34974.0,,,596952.0
North Dakota,2005.0,240.0,,11.0,5489.0,35578.0,,7741.0,596748.0
North Dakota,2006.0,281.0,,11.0,5575.0,36431.0,,8174.0,598442.0
North Dakota,2007.0,243.0,,13.0,5301.0,37093.0,,8538.0,600351.0
North Dakota,2008.0,244.0,13.0,21.0,5593.0,37875.0,7132.0,8994.0,603568.0
North Dakota,2009.0,275.0,,14.0,5616.0,38513.0,,9994.0,609013.0
North Dakota,2010.0,311.0,12.0,17.0,5604.0,39204.0,7979.0,10145.0,615263.0
North Dakota,2011.0,293.0,10.0,16.0,5646.0,39882.0,8422.0,11300.0,624328.0
North Dakota,2012.0,298.0,11.0,16.0,5713.0,40716.0,9036.0,12893.0,636983.0
North Dakota,2013.0,316.0,16.0,26.0,5875.0,42031.0,9950.0,15769.0,655643.0
North Dakota,2014.0,326.0,26.0,25.0,5807.0,43077.0,10850.0,18407.0,667148.0
North Dakota,2015.0,306.0,19.0,47.0,5851.0,44351.0,12153.0,21487.0,678936.0
North Dakota,2016.0,373.0,21.0,49.0,5799.0,44676.0,13090.0,25556.0,674630.0
North Dakota,2017.0,341.0,32.0,53.0,5989.0,44685.0,13818.0,26886.0,670004.0
North Dakota,2018.0,355.0,16.0,40.0,6034.0,45201.0,15077.0,29102.0,670697.0
Ohio,1999.0,47.0,251.0,11589.0,96630.0,29506.0,141748.0,1347742.0,9816458.0
Ohio,2000.0,70.0,259.0,11861.0,95935.0,32625.0,148396.0,1359717.0,9812402.0
Ohio,2001.0,47.0,285.0,11589.0,96106.0,32827.0,157061.0,1381459.0,9816057.0
Ohio,2002.0,49.0,316.0,11854.0,97547.0,33339.0,164477.0,1397560.0,9812513.0
Ohio,2003.0,46.0,264.0,11773.0,97027.0,33962.0,172692.0,1413170.0,9814964.0
Ohio,2004.0,41.0,274.0,12183.0,93790.0,34439.0,180109.0,1427023.0,9810680.0
Ohio,2005.0,52.0,299.0,12121.0,96559.0,35159.0,187809.0,1441701.0,9798651.0
Ohio,2006.0,63.0,317.0,12022.0,94423.0,35890.0,194518.0,1457396.0,9793409.0
Ohio,2007.0,68.0,370.0,11899.0,94197.0,36785.0,201122.0,1473382.0,9789179.0
Ohio,2008.0,68.0,390.0,12160.0,97149.0,37763.0,207654.0,1488002.0,9781972.0
Ohio,2009.0,70.0,431.0,11874.0,94781.0,38212.0,213540.0,1501406.0,9775738.0
Ohio,2010.0,71.0,477.0,11791.0,96372.0,39047.0,218652.0,1510985.0,9767820.0
Ohio,2011.0,65.0,443.0,12190.0,98729.0,39598.0,224607.0,1521089.0,9759657.0
Ohio,2012.0,72.0,462.0,12014.0,99950.0,40041.0,234127.0,1530803.0,9739254.0
Ohio,2013.0,64.0,506.0,12492.0,100196.0,40796.0,244027.0,1544643.0,9741342.0
Ohio,2014.0,100.0,544.0,12554.0,101311.0,41336.0,258339.0,1561477.0,9733011.0
Ohio,2015.0,79.0,612.0,12998.0,104499.0,41756.0,270659.0,1578549.0,9722459.0
Ohio,2016.0,107.0,687.0,13579.0,105199.0,42432.0,282599.0,1592236.0,9697106.0
Ohio,2017.0,107.0,717.0,14175.0,108649.0,43133.0,299358.0,1613123.0,9702995.0
Ohio,2018.0,90.0,754.0,14239.0,109181.0,44010.0,316182.0,1630541.0,9698709.0
Oklahoma,1999.0,1565.0,99.0,2291.0,30745.0,307908.0,52001.0,277057.0,2800181.0
Oklahoma,2000.0,1491.0,132.0,2165.0,31291.0,312425.0,54690.0,279982.0,2803557.0
Oklahoma,2001.0,1586.0,104.0,2134.0,30858.0,318918.0,57493.0,282978.0,2807711.0
Oklahoma,2002.0,1794.0,128.0,2199.0,31381.0,325082.0,59900.0,285840.0,2818258.0
Oklahoma,2003.0,1767.0,125.0,2237.0,31592.0,331462.0,61915.0,287387.0,2824128.0
Oklahoma,2004.0,2002.0,151.0,2171.0,30159.0,337623.0,63852.0,290375.0,2833383.0
Oklahoma,2005.0,2196.0,149.0,2244.0,31591.0,344806.0,65366.0,293204.0,2845221.0
Oklahoma,2006.0,2185.0,164.0,2259.0,30819.0,353538.0,67954.0,299029.0,2873569.0
Oklahoma,2007.0,2256.0,150.0,2269.0,31357.0,361816.0,70736.0,304098.0,2897699.0
Oklahoma,2008.0,2380.0,215.0,2227.0,32192.0,370624.0,73676.0,307270.0,2917406.0
Oklahoma,2009.0,2408.0,206.0,2235.0,30752.0,380066.0,76703.0,314025.0,2946778.0
Oklahoma,2010.0,2481.0,227.0,2366.0,31455.0,387227.0,79139.0,319116.0,2965869.0
Oklahoma,2011.0,2557.0,222.0,2294.0,32102.0,390357.0,82388.0,327715.0,2991048.0
Oklahoma,2012.0,2579.0,227.0,2311.0,31753.0,395280.0,85808.0,330614.0,3003118.0
Oklahoma,2013.0,2661.0,233.0,2439.0,33051.0,400255.0,89571.0,336487.0,3024255.0
Oklahoma,2014.0,2863.0,259.0,2473.0,32869.0,405267.0,95728.0,341243.0,3035813.0
Oklahoma,2015.0,3074.0,271.0,2547.0,33530.0,410725.0,100867.0,346973.0,3052773.0
Oklahoma,2016.0,3022.0,299.0,2547.0,33408.0,415768.0,103997.0,348988.0,3054808.0
Oklahoma,2017.0,3179.0,336.0,2642.0,34295.0,419507.0,107783.0,351707.0,3051867.0
Oklahoma,2018.0,3134.0,345.0,2651.0,34803.0,423467.0,109189.0,353715.0,3056708.0
Oregon,1999.0,227.0,306.0,373.0,28516.0,55338.0,117978.0,66369.0,3154256.0
Oregon,2000.0,245.0,334.0,382.0,28591.0,57051.0,122837.0,69151.0,3172360.0
Oregon,2001.0,257.0,345.0,383.0,29173.0,59046.0,130093.0,72006.0,3206792.0
Oregon,2002.0,295.0,335.0,382.0,30107.0,60964.0,135841.0,74540.0,3242079.0
Oregon,2003.0,294.0,393.0,393.0,29832.0,62997.0,140874.0,76251.0,3267254.0
Oregon,2004.0,306.0,409.0,413.0,29185.0,65060.0,144791.0,77674.0,3281938.0
Oregon,2005.0,288.0,400.0,396.0,30007.0,67611.0,150553.0,80011.0,3315027.0
Oregon,2006.0,295.0,421.0,380.0,30284.0,70114.0,157178.0,83196.0,3360395.0
Oregon,2007.0,309.0,458.0,391.0,30245.0,73230.0,163331.0,86203.0,3399653.0
Oregon,2008.0,310.0,470.0,412.0,30775.0,76399.0,168566.0,89386.0,3434397.0
Oregon,2009.0,315.0,477.0,407.0,30437.0,79533.0,174455.0,92275.0,3462337.0
Oregon,2010.0,312.0,507.0,411.0,30660.0,81786.0,178276.0,94276.0,3476736.0
Oregon,2011.0,320.0,491.0,438.0,31539.0,83720.0,185062.0,97912.0,3505165.0
Oregon,2012.0,332.0,595.0,493.0,31339.0,84360.0,192314.0,99831.0,3522848.0
Oregon,2013.0,358.0,591.0,492.0,32498.0,85363.0,198945.0,101720.0,3544037.0
Oregon,2014.0,371.0,605.0,460.0,32715.0,86644.0,208263.0,104808.0,3570524.0
Oregon,2015.0,404.0,669.0,520.0,34112.0,88423.0,218013.0,108507.0,3614034.0
Oregon,2016.0,398.0,740.0,522.0,34118.0,89876.0,225173.0,112667.0,3665749.0
Oregon,2017.0,443.0,783.0,552.0,34846.0,91652.0,236022.0,117380.0,3697722.0
Oregon,2018.0,408.0,803.0,611.0,34365.0,93400.0,247156.0,121398.0,3728759.0
Pennsylvania,1999.0,37.0,452.0,12125.0,117669.0,21170.0,228127.0,1279925.0,10734583.0
Pennsylvania,2000.0,52.0,485.0,12104.0,118172.0,23648.0,238261.0,1293698.0,10725447.0
Pennsylvania,2001.0,50.0,510.0,11994.0,117175.0,25802.0,253927.0,1311557.0,10707684.0
Pennsylvania,2002.0,53.0,506.0,11985.0,117679.0,27959.0,268041.0,1329750.0,10705281.0
Pennsylvania,2003.0,41.0,516.0,12131.0,117081.0,30221.0,282881.0,1349739.0,10711817.0
Pennsylvania,2004.0,57.0,568.0,11613.0,115402.0,32610.0,297339.0,1372319.0,10708454.0
Pennsylvania,2005.0,56.0,573.0,12056.0,116847.0,34919.0,312561.0,1395186.0,10707324.0
Pennsylvania,2006.0,47.0,617.0,11877.0,112998.0,37299.0,328092.0,1421259.0,10724159.0
Pennsylvania,2007.0,44.0,676.0,11751.0,112633.0,40012.0,342928.0,1445762.0,10735235.0
Pennsylvania,2008.0,42.0,691.0,11705.0,115024.0,42692.0,356895.0,1469600.0,10743098.0
Pennsylvania,2009.0,42.0,694.0,11762.0,112282.0,45429.0,370947.0,1492281.0,10758201.0
Pennsylvania,2010.0,61.0,777.0,11707.0,112051.0,47056.0,381910.0,1506459.0,10766954.0
Pennsylvania,2011.0,77.0,820.0,11852.0,115488.0,47815.0,393508.0,1521882.0,10779681.0
Pennsylvania,2012.0,72.0,946.0,11824.0,114139.0,49283.0,409742.0,1538330.0,10766181.0
Pennsylvania,2013.0,94.0,1004.0,11825.0,116200.0,50756.0,424326.0,1554879.0,10743840.0
Pennsylvania,2014.0,85.0,1082.0,12192.0,115075.0,52187.0,445760.0,1572487.0,10716775.0
Pennsylvania,2015.0,84.0,1122.0,12312.0,119080.0,53597.0,464227.0,1588739.0,10695940.0
Pennsylvania,2016.0,78.0,1215.0,12950.0,118797.0,55154.0,472834.0,1599349.0,10656890.0
Pennsylvania,2017.0,96.0,1252.0,13134.0,121174.0,56646.0,494034.0,1617500.0,10637357.0
Pennsylvania,2018.0,79.0,1290.0,13012.0,120321.0,58510.0,506492.0,1632313.0,10609745.0
Rhode Island,1999.0,26.0,50.0,316.0,9316.0,6235.0,26477.0,62303.0,945387.0
Rhode Island,2000.0,28.0,56.0,324.0,9619.0,6720.0,27660.0,64893.0,949046.0
Rhode Island,2001.0,21.0,62.0,301.0,9637.0,7112.0,28982.0,67729.0,953319.0
Rhode Island,2002.0,26.0,62.0,304.0,9854.0,7540.0,30338.0,70465.0,957652.0
Rhode Island,2003.0,29.0,79.0,327.0,9604.0,7991.0,31454.0,73027.0,958870.0
Rhode Island,2004.0,24.0,55.0,345.0,9345.0,8325.0,32336.0,75540.0,958378.0
Rhode Island,2005.0,33.0,73.0,353.0,9548.0,8759.0,32907.0,77032.0,949218.0
Rhode Island,2006.0,30.0,64.0,289.0,9307.0,9140.0,33170.0,78412.0,942374.0
Rhode Island,2007.0,30.0,60.0,311.0,9322.0,9325.0,33563.0,80091.0,934336.0
Rhode Island,2008.0,36.0,63.0,318.0,9321.0,9707.0,34312.0,81603.0,929381.0
Rhode Island,2009.0,38.0,82.0,307.0,8968.0,10192.0,34975.0,83320.0,925159.0
Rhode Island,2010.0,26.0,73.0,306.0,9174.0,10498.0,35272.0,84466.0,922331.0
Rhode Island,2011.0,31.0,91.0,300.0,9159.0,10541.0,36041.0,85186.0,919534.0
Rhode Island,2012.0,28.0,78.0,260.0,8988.0,10697.0,37542.0,86958.0,915095.0
Rhode Island,2013.0,36.0,77.0,243.0,9436.0,10967.0,38891.0,88475.0,913178.0
Rhode Island,2014.0,42.0,89.0,291.0,9348.0,11307.0,40764.0,91554.0,911548.0
Rhode Island,2015.0,46.0,108.0,341.0,9668.0,11559.0,41977.0,93775.0,908987.0
Rhode Island,2016.0,48.0,93.0,325.0,9269.0,11972.0,41907.0,96458.0,906089.0
Rhode Island,2017.0,39.0,96.0,342.0,9680.0,12358.0,43410.0,98640.0,905231.0
Rhode Island,2018.0,38.0,116.0,392.0,9537.0,12691.0,42973.0,99936.0,901715.0
South Carolina,1999.0,37.0,63.0,10455.0,25498.0,13624.0,38565.0,1192652.0,2729841.0
South Carolina,2000.0,34.0,70.0,10732.0,26112.0,15678.0,41590.0,1199993.0,2754751.0
South Carolina,2001.0,22.0,102.0,10669.0,25819.0,16511.0,44257.0,1214753.0,2789474.0
South Carolina,2002.0,39.0,103.0,10802.0,26792.0,17598.0,46807.0,1222658.0,2820732.0
South Carolina,2003.0,31.0,94.0,10774.0,27213.0,18512.0,49565.0,1231581.0,2850639.0
South Carolina,2004.0,44.0,106.0,10675.0,26451.0,19636.0,52533.0,1244041.0,2894711.0
South Carolina,2005.0,50.0,110.0,10691.0,27856.0,20689.0,55640.0,1255105.0,2938716.0
South Carolina,2006.0,58.0,133.0,10872.0,27698.0,22035.0,58926.0,1273536.0,3003350.0
South Carolina,2007.0,56.0,105.0,11003.0,28275.0,23463.0,62508.0,1289462.0,3068677.0
South Carolina,2008.0,52.0,144.0,10874.0,29219.0,25048.0,65865.0,1308465.0,3129618.0
South Carolina,2009.0,65.0,150.0,10813.0,29421.0,25980.0,68552.0,1320564.0,3174776.0
South Carolina,2010.0,61.0,168.0,10827.0,30558.0,26817.0,70461.0,1329507.0,3198579.0
South Carolina,2011.0,84.0,171.0,10757.0,31060.0,27188.0,73936.0,1343297.0,3234809.0
South Carolina,2012.0,75.0,175.0,11070.0,31878.0,27529.0,77484.0,1351898.0,3266812.0
South Carolina,2013.0,77.0,180.0,11373.0,32952.0,28014.0,81578.0,1362515.0,3302732.0
South Carolina,2014.0,65.0,186.0,11506.0,33697.0,28347.0,85327.0,1374865.0,3343943.0
South Carolina,2015.0,80.0,223.0,12027.0,34868.0,28915.0,89474.0,1387150.0,3390607.0
South Carolina,2016.0,82.0,256.0,12295.0,35497.0,29524.0,91863.0,1398222.0,3441510.0
South Carolina,2017.0,94.0,247.0,12798.0,36302.0,29992.0,98226.0,1409678.0,3486473.0
South Carolina,2018.0,101.0,262.0,12933.0,37344.0,30423.0,103090.0,1418868.0,3531746.0
South Dakota,1999.0,464.0,,15.0,6471.0,63170.0,,4749.0,678197.0
South Dakota,2000.0,494.0,11.0,11.0,6505.0,65126.0,5084.0,6111.0,678523.0
South Dakota,2001.0,437.0,11.0,16.0,6459.0,66230.0,5469.0,6886.0,679387.0
South Dakota,2002.0,494.0,,12.0,6386.0,67133.0,,7573.0,679515.0
South Dakota,2003.0,536.0,,18.0,6569.0,68275.0,,8188.0,681095.0
South Dakota,2004.0,572.0,16.0,18.0,6227.0,69565.0,6563.0,8828.0,685440.0
South Dakota,2005.0,525.0,,18.0,6534.0,70603.0,,9547.0,688470.0
South Dakota,2006.0,512.0,10.0,24.0,6538.0,71942.0,7308.0,10173.0,693610.0
South Dakota,2007.0,509.0,16.0,28.0,6273.0,73358.0,7698.0,11082.0,699485.0
South Dakota,2008.0,526.0,12.0,19.0,6526.0,74790.0,7918.0,11798.0,704618.0
South Dakota,2009.0,527.0,14.0,17.0,6365.0,76035.0,8755.0,12745.0,709532.0
South Dakota,2010.0,565.0,17.0,19.0,6499.0,77193.0,8913.0,13356.0,714718.0
South Dakota,2011.0,549.0,18.0,28.0,6719.0,77737.0,9596.0,14762.0,721987.0
South Dakota,2012.0,608.0,25.0,35.0,6665.0,78781.0,10308.0,17276.0,726989.0
South Dakota,2013.0,600.0,26.0,35.0,6438.0,79903.0,11253.0,19294.0,734427.0
South Dakota,2014.0,585.0,15.0,24.0,6883.0,80657.0,12180.0,19688.0,740650.0
South Dakota,2015.0,680.0,28.0,47.0,6976.0,81550.0,13337.0,19616.0,743966.0
South Dakota,2016.0,697.0,26.0,41.0,7081.0,82770.0,14317.0,21367.0,747000.0
South Dakota,2017.0,755.0,31.0,51.0,7159.0,83602.0,14579.0,22717.0,748768.0
South Dakota,2018.0,757.0,37.0,53.0,7124.0,84659.0,16833.0,25429.0,755314.0
Tennessee,1999.0,27.0,98.0,8328.0,45312.0,14433.0,59155.0,939791.0,4625327.0
