,,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths
Age_Groups,,1-4 years,15-24 years,25-34 years,35-44 years,45-54 years,5-14 years,55-64 years,65-74 years,75-84 years,85+ years,< 1 year,Not Stated
State,Year,,,,,,,,,,,,
North Carolina,2000.0,145.0,976.0,1403.0,2850.0,5290.0,227.0,8049.0,14098.0,20421.0,17432.0,1038.0,
North Carolina,2001.0,141.0,1040.0,1338.0,2968.0,5334.0,213.0,7921.0,13771.0,20097.0,17089.0,1009.0,13.0
North Carolina,2002.0,136.0,1017.0,1419.0,2922.0,5406.0,232.0,8209.0,13615.0,20331.0,17777.0,959.0,
North Carolina,2003.0,149.0,1077.0,1380.0,2864.0,5663.0,209.0,8661.0,13363.0,21076.0,18037.0,972.0,
North Carolina,2004.0,141.0,1110.0,1384.0,2910.0,5698.0,212.0,8742.0,12995.0,20362.0,17763.0,1053.0,14.0
North Carolina,2005.0,142.0,1058.0,1437.0,2724.0,6012.0,199.0,9136.0,13200.0,20681.0,18958.0,1083.0,
North Carolina,2006.0,142.0,1149.0,1384.0,2887.0,6076.0,210.0,9616.0,13125.0,20285.0,18804.0,1033.0,
North Carolina,2007.0,144.0,1095.0,1455.0,2775.0,6098.0,223.0,9830.0,13526.0,20100.0,19682.0,1112.0,
North Carolina,2008.0,147.0,1098.0,1435.0,2596.0,6253.0,179.0,10010.0,13673.0,20376.0,20432.0,1073.0,11.0
North Carolina,2009.0,147.0,1065.0,1386.0,2581.0,6251.0,170.0,10283.0,13773.0,19735.0,20717.0,1004.0,
North Carolina,2010.0,154.0,915.0,1381.0,2411.0,6202.0,154.0,10552.0,14356.0,20194.0,21587.0,858.0,
North Carolina,2011.0,123.0,961.0,1411.0,2304.0,6190.0,179.0,11066.0,14525.0,20268.0,21977.0,870.0,
North Carolina,2012.0,132.0,928.0,1398.0,2417.0,6130.0,180.0,11257.0,15520.0,20077.0,23000.0,885.0,
North Carolina,2013.0,136.0,904.0,1428.0,2410.0,6115.0,182.0,11495.0,16071.0,20341.0,23408.0,832.0,
North Carolina,2014.0,132.0,943.0,1523.0,2458.0,6047.0,181.0,11891.0,16801.0,20782.0,23746.0,857.0,
North Carolina,2015.0,153.0,972.0,1584.0,2509.0,6100.0,170.0,12223.0,17714.0,21626.0,25189.0,884.0,
North Carolina,2016.0,126.0,1106.0,1867.0,2664.0,6093.0,195.0,12699.0,18402.0,21365.0,25069.0,870.0,
North Carolina,2017.0,119.0,1119.0,2073.0,2827.0,5957.0,197.0,12952.0,19089.0,22313.0,25661.0,847.0,
North Carolina,2018.0,118.0,1063.0,2049.0,2785.0,5775.0,188.0,13053.0,19215.0,23074.0,25765.0,797.0,
North Dakota,1999.0,17.0,84.0,71.0,150.0,252.0,12.0,488.0,987.0,1779.0,2211.0,52.0,
North Dakota,2000.0,,70.0,56.0,153.0,260.0,20.0,454.0,939.0,1758.0,2081.0,62.0,
North Dakota,2001.0,,64.0,64.0,149.0,297.0,10.0,458.0,968.0,1709.0,2253.0,67.0,
North Dakota,2002.0,,65.0,64.0,150.0,299.0,14.0,454.0,947.0,1624.0,2218.0,49.0,
North Dakota,2003.0,,94.0,61.0,146.0,306.0,23.0,500.0,924.0,1693.0,2279.0,58.0,
North Dakota,2004.0,10.0,60.0,74.0,120.0,281.0,17.0,444.0,852.0,1557.0,2140.0,46.0,
North Dakota,2005.0,,84.0,84.0,129.0,308.0,17.0,488.0,785.0,1581.0,2211.0,50.0,
North Dakota,2006.0,14.0,87.0,68.0,121.0,342.0,11.0,506.0,843.0,1606.0,2220.0,50.0,
North Dakota,2007.0,,85.0,87.0,113.0,319.0,11.0,478.0,786.0,1457.0,2150.0,66.0,
North Dakota,2008.0,,64.0,75.0,138.0,326.0,12.0,579.0,835.0,1589.0,2196.0,52.0,
North Dakota,2009.0,,82.0,103.0,136.0,346.0,13.0,565.0,839.0,1535.0,2233.0,55.0,
North Dakota,2010.0,,79.0,82.0,133.0,316.0,13.0,570.0,828.0,1537.0,2319.0,62.0,
North Dakota,2011.0,12.0,87.0,91.0,126.0,344.0,11.0,611.0,813.0,1525.0,2284.0,61.0,
North Dakota,2012.0,,79.0,111.0,160.0,366.0,11.0,613.0,812.0,1497.0,2317.0,63.0,
North Dakota,2013.0,14.0,97.0,109.0,164.0,366.0,,681.0,904.0,1437.0,2390.0,65.0,
North Dakota,2014.0,14.0,90.0,116.0,143.0,334.0,,680.0,933.0,1434.0,2378.0,57.0,
North Dakota,2015.0,,78.0,154.0,175.0,340.0,13.0,724.0,938.0,1467.0,2244.0,81.0,
North Dakota,2016.0,,83.0,135.0,174.0,323.0,17.0,716.0,1015.0,1378.0,2322.0,74.0,
North Dakota,2017.0,,94.0,173.0,150.0,315.0,16.0,706.0,993.0,1416.0,2499.0,46.0,
North Dakota,2018.0,,61.0,144.0,184.0,299.0,20.0,743.0,1086.0,1452.0,2393.0,59.0,
Ohio,1999.0,192.0,1123.0,1476.0,3525.0,6329.0,268.0,10615.0,21748.0,33073.0,28922.0,1244.0,
Ohio,2000.0,199.0,1057.0,1400.0,3474.0,6706.0,326.0,10621.0,20709.0,33196.0,29249.0,1187.0,
Ohio,2001.0,184.0,1111.0,1470.0,3477.0,6979.0,242.0,10546.0,20332.0,33238.0,29287.0,1161.0,
Ohio,2002.0,162.0,1151.0,1491.0,3509.0,7183.0,259.0,11106.0,19819.0,33650.0,30255.0,1180.0,
Ohio,2003.0,208.0,1167.0,1465.0,3373.0,7326.0,238.0,11386.0,19038.0,33130.0,30620.0,1159.0,
Ohio,2004.0,180.0,1225.0,1451.0,3207.0,7537.0,244.0,11341.0,18349.0,32275.0,29336.0,1143.0,
Ohio,2005.0,162.0,1153.0,1548.0,3378.0,7846.0,264.0,11769.0,18009.0,32457.0,31220.0,1225.0,
Ohio,2006.0,160.0,1132.0,1550.0,3050.0,7859.0,264.0,12165.0,17448.0,31231.0,30796.0,1170.0,
Ohio,2007.0,190.0,1202.0,1598.0,3044.0,7808.0,189.0,12384.0,17526.0,30120.0,31312.0,1160.0,
Ohio,2008.0,179.0,1065.0,1566.0,3104.0,8090.0,216.0,12734.0,18054.0,30508.0,33107.0,1144.0,
Ohio,2009.0,160.0,994.0,1655.0,3010.0,8030.0,219.0,13150.0,17787.0,28874.0,32164.0,1112.0,
Ohio,2010.0,187.0,1081.0,1622.0,2808.0,7838.0,189.0,13537.0,17767.0,28438.0,34172.0,1072.0,
Ohio,2011.0,159.0,1084.0,1708.0,2865.0,7912.0,181.0,14219.0,18226.0,28698.0,35288.0,1087.0,
Ohio,2012.0,167.0,1072.0,1775.0,2879.0,7575.0,179.0,14538.0,19041.0,28306.0,35926.0,1039.0,
Ohio,2013.0,169.0,1043.0,1835.0,2898.0,7704.0,199.0,14683.0,19677.0,27622.0,36410.0,1018.0,
Ohio,2014.0,131.0,1035.0,1998.0,3020.0,7356.0,184.0,15248.0,20619.0,27735.0,36227.0,956.0,
Ohio,2015.0,134.0,1199.0,2313.0,3185.0,7484.0,205.0,15530.0,21430.0,28217.0,37486.0,1005.0,
Ohio,2016.0,169.0,1289.0,2701.0,3523.0,7536.0,201.0,16162.0,21986.0,27894.0,37088.0,1023.0,
Ohio,2017.0,155.0,1430.0,2998.0,3885.0,7527.0,221.0,16610.0,23030.0,28937.0,37872.0,983.0,
Ohio,2018.0,168.0,1208.0,2613.0,3573.0,7030.0,193.0,16394.0,23798.0,29732.0,38617.0,938.0,
Oklahoma,1999.0,98.0,502.0,598.0,1251.0,2164.0,113.0,3637.0,6574.0,9820.0,9521.0,417.0,
Oklahoma,2000.0,66.0,453.0,545.0,1352.0,2261.0,104.0,3822.0,6594.0,9754.0,9701.0,425.0,
Oklahoma,2001.0,76.0,490.0,551.0,1256.0,2386.0,133.0,3675.0,6368.0,9936.0,9444.0,366.0,
Oklahoma,2002.0,69.0,484.0,561.0,1283.0,2536.0,95.0,4118.0,6430.0,10089.0,9426.0,410.0,
Oklahoma,2003.0,92.0,488.0,630.0,1288.0,2590.0,102.0,4096.0,6362.0,10039.0,9633.0,397.0,
Oklahoma,2004.0,84.0,537.0,591.0,1288.0,2651.0,93.0,4151.0,6213.0,9411.0,9051.0,411.0,
Oklahoma,2005.0,75.0,538.0,606.0,1300.0,2800.0,106.0,4482.0,6352.0,9989.0,9512.0,417.0,
Oklahoma,2006.0,89.0,521.0,690.0,1213.0,2812.0,112.0,4428.0,6252.0,9568.0,9309.0,432.0,
Oklahoma,2007.0,84.0,519.0,703.0,1184.0,2945.0,114.0,4554.0,6364.0,9716.0,9380.0,469.0,
Oklahoma,2008.0,97.0,539.0,746.0,1229.0,3168.0,105.0,4803.0,6547.0,9773.0,9609.0,397.0,
Oklahoma,2009.0,84.0,513.0,701.0,1186.0,3107.0,115.0,4898.0,6478.0,9134.0,8955.0,428.0,
Oklahoma,2010.0,88.0,468.0,754.0,1149.0,3008.0,87.0,5080.0,6574.0,9259.0,9657.0,404.0,
Oklahoma,2011.0,96.0,490.0,760.0,1130.0,3037.0,99.0,5289.0,6843.0,9224.0,9828.0,378.0,
Oklahoma,2012.0,82.0,502.0,807.0,1168.0,2959.0,85.0,5280.0,6877.0,9055.0,9657.0,398.0,
Oklahoma,2013.0,85.0,481.0,754.0,1231.0,3023.0,103.0,5617.0,7443.0,9286.0,9997.0,364.0,
Oklahoma,2014.0,73.0,476.0,742.0,1237.0,2906.0,107.0,5835.0,7524.0,9310.0,9820.0,434.0,
Oklahoma,2015.0,85.0,469.0,834.0,1255.0,2866.0,109.0,5959.0,7738.0,9551.0,10170.0,386.0,
Oklahoma,2016.0,76.0,489.0,864.0,1332.0,2743.0,89.0,5928.0,8009.0,9449.0,9906.0,391.0,
Oklahoma,2017.0,72.0,473.0,851.0,1243.0,2712.0,92.0,6145.0,8169.0,9847.0,10461.0,387.0,
Oklahoma,2018.0,67.0,413.0,808.0,1230.0,2626.0,87.0,6138.0,8601.0,10120.0,10490.0,353.0,
Oregon,1999.0,49.0,292.0,424.0,926.0,1849.0,95.0,2646.0,5211.0,9067.0,8602.0,261.0,
Oregon,2000.0,61.0,334.0,387.0,902.0,1838.0,76.0,2697.0,5039.0,9116.0,8846.0,255.0,
Oregon,2001.0,39.0,303.0,431.0,909.0,1979.0,78.0,2870.0,5055.0,9172.0,9076.0,246.0,
Oregon,2002.0,57.0,332.0,443.0,927.0,2067.0,82.0,3051.0,5091.0,9364.0,9444.0,260.0,
Oregon,2003.0,70.0,346.0,413.0,938.0,2100.0,77.0,3297.0,4983.0,8968.0,9463.0,256.0,
Oregon,2004.0,51.0,351.0,393.0,945.0,2139.0,76.0,3156.0,4781.0,8824.0,9343.0,251.0,
Oregon,2005.0,47.0,341.0,452.0,888.0,2193.0,68.0,3363.0,4818.0,8685.0,9965.0,269.0,
Oregon,2006.0,53.0,361.0,438.0,861.0,2220.0,78.0,3518.0,4781.0,8577.0,10226.0,267.0,
Oregon,2007.0,45.0,326.0,446.0,833.0,2276.0,66.0,3677.0,4805.0,8405.0,10237.0,284.0,
Oregon,2008.0,48.0,334.0,419.0,853.0,2163.0,63.0,3769.0,5017.0,8344.0,10704.0,253.0,
Oregon,2009.0,35.0,293.0,449.0,805.0,2197.0,62.0,4044.0,5007.0,7896.0,10621.0,227.0,
Oregon,2010.0,42.0,270.0,409.0,756.0,2127.0,52.0,4009.0,5138.0,7899.0,10963.0,225.0,
Oregon,2011.0,53.0,299.0,463.0,805.0,2044.0,63.0,4198.0,5359.0,7987.0,11309.0,208.0,
Oregon,2012.0,39.0,292.0,481.0,750.0,2043.0,60.0,4225.0,5555.0,7657.0,11417.0,240.0,
Oregon,2013.0,39.0,292.0,468.0,750.0,1951.0,51.0,4405.0,6068.0,8009.0,11682.0,224.0,
Oregon,2014.0,33.0,320.0,493.0,809.0,1972.0,57.0,4534.0,6229.0,7865.0,11605.0,234.0,
Oregon,2015.0,28.0,301.0,510.0,839.0,1965.0,55.0,4532.0,6760.0,8326.0,12157.0,232.0,
Oregon,2016.0,39.0,355.0,551.0,776.0,1964.0,56.0,4539.0,6949.0,8214.0,12124.0,211.0,
Oregon,2017.0,50.0,341.0,552.0,858.0,1807.0,74.0,4608.0,7167.0,8682.0,12249.0,236.0,
Oregon,2018.0,30.0,309.0,593.0,813.0,1802.0,62.0,4488.0,7253.0,8829.0,11832.0,176.0,
Pennsylvania,1999.0,183.0,1293.0,1662.0,3815.0,6877.0,293.0,11442.0,24839.0,41633.0,37176.0,1058.0,12.0
Pennsylvania,2000.0,161.0,1233.0,1659.0,3869.0,7182.0,287.0,11493.0,23534.0,42215.0,38129.0,1039.0,12.0
Pennsylvania,2001.0,180.0,1347.0,1555.0,3836.0,7564.0,270.0,11399.0,22849.0,41374.0,38304.0,1033.0,18.0
Pennsylvania,2002.0,159.0,1393.0,1630.0,3904.0,7521.0,294.0,11667.0,21948.0,41280.0,39327.0,1091.0,
Pennsylvania,2003.0,163.0,1407.0,1569.0,3674.0,7597.0,255.0,12018.0,21305.0,41211.0,39487.0,1070.0,13.0
Pennsylvania,2004.0,164.0,1358.0,1577.0,3623.0,7709.0,248.0,12051.0,20444.0,39848.0,39534.0,1049.0,35.0
Pennsylvania,2005.0,172.0,1505.0,1657.0,3500.0,8037.0,244.0,12541.0,19893.0,39626.0,41282.0,1061.0,14.0
Pennsylvania,2006.0,154.0,1471.0,1765.0,3510.0,7925.0,227.0,12745.0,19005.0,37376.0,40206.0,1138.0,17.0
Pennsylvania,2007.0,165.0,1382.0,1677.0,3119.0,7793.0,223.0,13068.0,18489.0,36711.0,41322.0,1139.0,16.0
Pennsylvania,2008.0,165.0,1358.0,1680.0,3087.0,7923.0,187.0,13155.0,19196.0,36540.0,43059.0,1100.0,12.0
Pennsylvania,2009.0,140.0,1223.0,1730.0,2979.0,8098.0,188.0,13470.0,18920.0,34691.0,42274.0,1052.0,15.0
Pennsylvania,2010.0,128.0,1321.0,1653.0,2825.0,7900.0,180.0,13647.0,19181.0,33286.0,43425.0,1039.0,11.0
Pennsylvania,2011.0,135.0,1308.0,1949.0,2870.0,7881.0,190.0,14599.0,19328.0,33293.0,45746.0,935.0,
Pennsylvania,2012.0,145.0,1345.0,1941.0,2803.0,7522.0,179.0,14268.0,19951.0,32114.0,45711.0,991.0,11.0
Pennsylvania,2013.0,114.0,1243.0,1914.0,2836.0,7399.0,170.0,14735.0,20683.0,32086.0,47002.0,938.0,
Pennsylvania,2014.0,130.0,1217.0,1973.0,2773.0,7277.0,151.0,15142.0,21343.0,31106.0,46463.0,838.0,21.0
Pennsylvania,2015.0,129.0,1268.0,2349.0,2869.0,7409.0,180.0,15456.0,22485.0,31374.0,48194.0,862.0,23.0
Pennsylvania,2016.0,150.0,1401.0,2830.0,3286.0,7376.0,193.0,15678.0,22958.0,30846.0,47437.0,857.0,28.0
Pennsylvania,2017.0,111.0,1476.0,3076.0,3470.0,7175.0,187.0,15902.0,23623.0,31434.0,48329.0,841.0,32.0
Pennsylvania,2018.0,129.0,1202.0,2823.0,3285.0,6593.0,201.0,15970.0,23932.0,31595.0,48143.0,805.0,24.0
Rhode Island,1999.0,12.0,70.0,104.0,306.0,482.0,25.0,790.0,1733.0,3028.0,3084.0,71.0,
Rhode Island,2000.0,,89.0,98.0,309.0,513.0,25.0,775.0,1664.0,3188.0,3274.0,79.0,
Rhode Island,2001.0,16.0,84.0,125.0,303.0,562.0,13.0,795.0,1642.0,3144.0,3246.0,86.0,
Rhode Island,2002.0,,83.0,107.0,310.0,557.0,21.0,916.0,1555.0,3234.0,3366.0,90.0,
Rhode Island,2003.0,10.0,102.0,154.0,315.0,593.0,16.0,851.0,1471.0,3058.0,3380.0,88.0,
Rhode Island,2004.0,13.0,91.0,97.0,251.0,610.0,,867.0,1449.0,2962.0,3352.0,68.0,
Rhode Island,2005.0,15.0,77.0,82.0,266.0,575.0,22.0,914.0,1390.0,2960.0,3623.0,82.0,
Rhode Island,2006.0,11.0,84.0,100.0,238.0,609.0,18.0,908.0,1307.0,2852.0,3487.0,76.0,
Rhode Island,2007.0,,72.0,104.0,236.0,576.0,11.0,976.0,1273.0,2734.0,3645.0,91.0,
Rhode Island,2008.0,,78.0,105.0,239.0,613.0,18.0,971.0,1317.0,2665.0,3657.0,71.0,
Rhode Island,2009.0,,82.0,99.0,220.0,623.0,20.0,970.0,1255.0,2494.0,3554.0,71.0,
Rhode Island,2010.0,10.0,67.0,111.0,212.0,592.0,10.0,1000.0,1328.0,2514.0,3656.0,79.0,
Rhode Island,2011.0,,58.0,118.0,202.0,559.0,13.0,1083.0,1283.0,2351.0,3839.0,70.0,
Rhode Island,2012.0,,59.0,118.0,195.0,540.0,17.0,1027.0,1355.0,2168.0,3798.0,71.0,
Rhode Island,2013.0,,67.0,122.0,194.0,612.0,10.0,1084.0,1485.0,2233.0,3910.0,70.0,
Rhode Island,2014.0,,68.0,142.0,194.0,579.0,12.0,1069.0,1495.0,2176.0,3979.0,48.0,
Rhode Island,2015.0,11.0,84.0,173.0,193.0,523.0,,1161.0,1549.0,2251.0,4148.0,62.0,
Rhode Island,2016.0,,73.0,165.0,227.0,524.0,14.0,1163.0,1527.0,2124.0,3849.0,62.0,
Rhode Island,2017.0,,71.0,170.0,236.0,492.0,12.0,1151.0,1730.0,2183.0,4043.0,66.0,
Rhode Island,2018.0,,69.0,143.0,220.0,439.0,10.0,1133.0,1761.0,2235.0,4010.0,53.0,
South Carolina,1999.0,94.0,556.0,730.0,1645.0,2984.0,129.0,4522.0,7461.0,9895.0,7472.0,563.0,
South Carolina,2000.0,76.0,605.0,771.0,1660.0,3113.0,124.0,4458.0,7383.0,10356.0,7900.0,488.0,14.0
South Carolina,2001.0,66.0,592.0,818.0,1750.0,3090.0,135.0,4560.0,7093.0,10262.0,7747.0,496.0,
South Carolina,2002.0,77.0,610.0,798.0,1685.0,3189.0,129.0,4677.0,7124.0,10375.0,8561.0,507.0,
South Carolina,2003.0,76.0,577.0,761.0,1678.0,3271.0,121.0,5126.0,7141.0,10471.0,8426.0,463.0,
South Carolina,2004.0,79.0,619.0,795.0,1580.0,3364.0,115.0,5036.0,6744.0,10087.0,8327.0,525.0,
South Carolina,2005.0,73.0,624.0,836.0,1557.0,3457.0,127.0,5200.0,7010.0,10412.0,8856.0,543.0,12.0
South Carolina,2006.0,71.0,629.0,833.0,1603.0,3491.0,107.0,5471.0,7118.0,10130.0,8780.0,522.0,
South Carolina,2007.0,94.0,652.0,820.0,1576.0,3461.0,110.0,5736.0,7230.0,10031.0,9185.0,539.0,
South Carolina,2008.0,72.0,611.0,779.0,1459.0,3594.0,100.0,5619.0,7343.0,10172.0,10032.0,507.0,
South Carolina,2009.0,84.0,569.0,777.0,1354.0,3519.0,98.0,6027.0,7484.0,10023.0,10083.0,430.0,
South Carolina,2010.0,73.0,525.0,799.0,1381.0,3648.0,95.0,6199.0,7826.0,10112.0,10523.0,430.0,
South Carolina,2011.0,63.0,528.0,822.0,1364.0,3561.0,104.0,6154.0,7824.0,10285.0,10940.0,426.0,
South Carolina,2012.0,60.0,519.0,803.0,1301.0,3489.0,85.0,6397.0,8481.0,10298.0,11328.0,436.0,
South Carolina,2013.0,70.0,492.0,775.0,1370.0,3461.0,93.0,6583.0,8940.0,10869.0,11539.0,389.0,
South Carolina,2014.0,78.0,568.0,853.0,1356.0,3471.0,86.0,6864.0,9354.0,10678.0,11772.0,372.0,
South Carolina,2015.0,85.0,596.0,1023.0,1470.0,3446.0,87.0,6983.0,9712.0,11247.0,12143.0,405.0,
South Carolina,2016.0,71.0,615.0,1036.0,1513.0,3498.0,97.0,7174.0,10339.0,11358.0,12025.0,401.0,
South Carolina,2017.0,88.0,591.0,1114.0,1552.0,3358.0,102.0,7490.0,10516.0,11938.0,12320.0,371.0,
South Carolina,2018.0,71.0,648.0,1159.0,1590.0,3266.0,93.0,7454.0,10894.0,12295.0,12762.0,406.0,
South Dakota,1999.0,10.0,115.0,99.0,214.0,367.0,30.0,559.0,1133.0,1948.0,2384.0,94.0,
South Dakota,2000.0,18.0,99.0,102.0,193.0,359.0,36.0,538.0,1163.0,2001.0,2455.0,57.0,
South Dakota,2001.0,14.0,100.0,94.0,192.0,370.0,35.0,570.0,1112.0,2021.0,2337.0,78.0,
South Dakota,2002.0,17.0,103.0,105.0,205.0,375.0,29.0,541.0,1087.0,1943.0,2423.0,70.0,
South Dakota,2003.0,23.0,120.0,107.0,204.0,447.0,31.0,606.0,1040.0,2032.0,2448.0,74.0,
South Dakota,2004.0,20.0,104.0,106.0,190.0,398.0,37.0,572.0,1021.0,1891.0,2401.0,93.0,
South Dakota,2005.0,17.0,108.0,106.0,194.0,408.0,25.0,702.0,982.0,2028.0,2433.0,83.0,
South Dakota,2006.0,13.0,112.0,103.0,185.0,416.0,19.0,674.0,977.0,1889.0,2614.0,82.0,
South Dakota,2007.0,18.0,92.0,97.0,146.0,405.0,23.0,671.0,1015.0,1771.0,2509.0,79.0,
South Dakota,2008.0,13.0,109.0,100.0,173.0,384.0,13.0,678.0,1029.0,1909.0,2574.0,101.0,
South Dakota,2009.0,12.0,123.0,107.0,172.0,417.0,27.0,713.0,959.0,1763.0,2550.0,80.0,
South Dakota,2010.0,12.0,92.0,121.0,162.0,391.0,23.0,759.0,1019.0,1814.0,2625.0,82.0,
South Dakota,2011.0,12.0,91.0,116.0,164.0,425.0,25.0,760.0,1060.0,1799.0,2788.0,74.0,
South Dakota,2012.0,23.0,94.0,125.0,169.0,442.0,21.0,784.0,1099.0,1714.0,2757.0,105.0,
South Dakota,2013.0,19.0,99.0,105.0,187.0,416.0,19.0,795.0,1106.0,1676.0,2597.0,80.0,
South Dakota,2014.0,15.0,89.0,126.0,217.0,449.0,24.0,860.0,1104.0,1808.0,2743.0,72.0,
South Dakota,2015.0,15.0,121.0,137.0,197.0,438.0,30.0,866.0,1203.0,1728.0,2906.0,90.0,
South Dakota,2016.0,24.0,125.0,145.0,210.0,399.0,22.0,911.0,1299.0,1810.0,2841.0,59.0,
South Dakota,2017.0,15.0,86.0,159.0,214.0,428.0,41.0,927.0,1377.0,1783.0,2872.0,94.0,
South Dakota,2018.0,16.0,103.0,170.0,187.0,390.0,21.0,945.0,1408.0,1783.0,2878.0,70.0,
Tennessee,1999.0,125.0,787.0,1064.0,2279.0,3846.0,199.0,6209.0,10515.0,14961.0,13172.0,599.0,
Tennessee,2000.0,106.0,860.0,1118.0,2319.0,3999.0,194.0,6371.0,10667.0,15400.0,13487.0,724.0,
Tennessee,2001.0,108.0,797.0,1078.0,2334.0,4280.0,141.0,6352.0,10499.0,15227.0,13651.0,681.0,
Tennessee,2002.0,107.0,847.0,1151.0,2466.0,4420.0,165.0,6720.0,10425.0,15610.0,13962.0,727.0,
Tennessee,2003.0,101.0,784.0,1134.0,2514.0,4734.0,167.0,6995.0,10411.0,15561.0,14179.0,730.0,
Tennessee,2004.0,105.0,897.0,1133.0,2318.0,4779.0,146.0,7092.0,10038.0,15163.0,13467.0,687.0,
Tennessee,2005.0,106.0,862.0,1154.0,2352.0,4921.0,148.0,7374.0,10327.0,15326.0,13965.0,724.0,
Tennessee,2006.0,113.0,906.0,1145.0,2339.0,4980.0,132.0,7716.0,10147.0,14802.0,13821.0,733.0,
Tennessee,2007.0,110.0,835.0,1150.0,2231.0,4940.0,115.0,7738.0,10175.0,14779.0,14288.0,721.0,
Tennessee,2008.0,118.0,750.0,1140.0,2131.0,5020.0,126.0,7949.0,10806.0,15146.0,14940.0,693.0,
Tennessee,2009.0,90.0,794.0,1154.0,2076.0,5186.0,119.0,8256.0,10795.0,14652.0,14505.0,658.0,
Tennessee,2010.0,109.0,729.0,1197.0,2062.0,5196.0,131.0,8394.0,10975.0,14804.0,15351.0,630.0,
Tennessee,2011.0,97.0,662.0,1181.0,2058.0,5256.0,119.0,8934.0,11185.0,14695.0,15764.0,588.0,
Tennessee,2012.0,115.0,731.0,1152.0,2010.0,5208.0,102.0,9155.0,11878.0,15000.0,16020.0,585.0,
Tennessee,2013.0,94.0,665.0,1132.0,2033.0,5116.0,132.0,9381.0,12661.0,15136.0,16510.0,544.0,
Tennessee,2014.0,97.0,715.0,1213.0,2132.0,5152.0,121.0,9741.0,13058.0,15423.0,16443.0,564.0,
Tennessee,2015.0,77.0,716.0,1295.0,2128.0,5044.0,143.0,10064.0,13671.0,15928.0,16933.0,570.0,
Tennessee,2016.0,99.0,779.0,1456.0,2185.0,5031.0,154.0,10173.0,14272.0,16108.0,17003.0,597.0,
Tennessee,2017.0,118.0,814.0,1536.0,2335.0,4862.0,143.0,10549.0,14787.0,16596.0,17759.0,597.0,
Tennessee,2018.0,109.0,794.0,1661.0,2288.0,5045.0,130.0,10724.0,14893.0,17235.0,17638.0,560.0,
Texas,1999.0,459.0,2550.0,3123.0,6518.0,10650.0,692.0,15931.0,28380.0,39758.0,36614.0,2164.0,19.0
Texas,2000.0,483.0,2747.0,3344.0,6576.0,11330.0,627.0,16394.0,27835.0,40616.0,37887.0,2065.0,35.0
Texas,2001.0,533.0,2689.0,3310.0,6747.0,12045.0,609.0,17032.0,27911.0,41485.0,38214.0,2171.0,33.0
Texas,2002.0,459.0,2862.0,3325.0,6891.0,12673.0,637.0,17646.0,28112.0,42226.0,38285.0,2368.0,40.0
Texas,2003.0,524.0,2857.0,3394.0,6834.0,12804.0,631.0,18221.0,27479.0,41775.0,37827.0,2484.0,40.0
Texas,2004.0,472.0,2710.0,3453.0,6561.0,12992.0,633.0,18607.0,26683.0,41312.0,37013.0,2407.0,27.0
Texas,2005.0,446.0,2777.0,3428.0,6599.0,13431.0,597.0,19315.0,26653.0,41932.0,38707.0,2537.0,35.0
Texas,2006.0,448.0,2851.0,3555.0,6399.0,13881.0,596.0,19947.0,26203.0,41463.0,39312.0,2486.0,
Texas,2007.0,497.0,2889.0,3614.0,6332.0,14152.0,561.0,20993.0,26787.0,41427.0,40718.0,2564.0,14.0
Texas,2008.0,515.0,2820.0,3700.0,6305.0,14180.0,483.0,22034.0,28016.0,42021.0,42330.0,2504.0,
Texas,2009.0,476.0,2766.0,3749.0,6025.0,14366.0,546.0,22549.0,27916.0,40700.0,41748.0,2402.0,
Texas,2010.0,437.0,2599.0,3583.0,5782.0,14271.0,494.0,23247.0,28411.0,41297.0,44030.0,2368.0,
Texas,2011.0,464.0,2597.0,3667.0,5722.0,14173.0,505.0,24407.0,29406.0,40769.0,44778.0,2143.0,
Texas,2012.0,450.0,2617.0,3765.0,5723.0,14099.0,507.0,25293.0,30724.0,41909.0,46868.0,2229.0,
Texas,2013.0,433.0,2538.0,3889.0,5892.0,14127.0,530.0,25992.0,32819.0,42704.0,47991.0,2264.0,
Texas,2014.0,379.0,2586.0,4049.0,6099.0,14242.0,569.0,27214.0,34403.0,43268.0,48755.0,2337.0,11.0
Texas,2015.0,429.0,2682.0,4279.0,6177.0,14007.0,541.0,27665.0,36634.0,43996.0,50929.0,2308.0,
Texas,2016.0,433.0,2828.0,4405.0,6292.0,13636.0,595.0,28663.0,37506.0,44144.0,51173.0,2287.0,
Texas,2017.0,420.0,2860.0,4608.0,6573.0,13853.0,572.0,29113.0,39359.0,45974.0,52530.0,2237.0,
Texas,2018.0,441.0,2689.0,4500.0,6649.0,13481.0,558.0,29924.0,40752.0,47364.0,53768.0,2083.0,
Utah,1999.0,50.0,299.0,311.0,556.0,797.0,57.0,1028.0,2056.0,3417.0,3261.0,224.0,
Utah,2000.0,45.0,277.0,288.0,518.0,775.0,63.0,1102.0,1986.0,3630.0,3429.0,248.0,
Utah,2001.0,49.0,280.0,324.0,507.0,874.0,61.0,1188.0,1957.0,3558.0,3630.0,232.0,
Utah,2002.0,65.0,286.0,323.0,545.0,854.0,64.0,1142.0,2005.0,3836.0,3723.0,273.0,
